#{"t_start": 1781077190.701003, "env_id": "None"}
r,l,t
179.166667,50,105.792478
160.166667,50,105.88083
173.916667,50,105.960077
164.166667,50,106.035026
180.833333,50,106.086739
172.583333,50,106.117252
129.5,50,106.147717
159.5,50,106.179718
198.583333,50,106.906997
169.833333,50,106.979474
175.75,50,107.108653
170.083333,50,107.169366
193.083333,50,107.229094
187.5,50,107.287418
171.583333,50,107.342385
163.25,50,107.383064
179.0,50,107.418786
165.666667,50,107.459074
166.583333,50,107.979693
162.0,50,108.031942
180.0,50,108.08268
162.0,50,108.134586
134.416667,50,108.349615
164.666667,50,108.707852
184.083333,50,108.925977
177.166667,50,108.986433
146.25,50,109.069537
176.916667,50,109.110679
181.5,50,110.433768
162.75,50,110.48615
124.333333,50,110.537233
163.5,50,110.586956
159.083333,50,110.676324
168.166667,50,110.781293
199.25,50,110.901757
176.0,50,111.055445
171.5,50,111.230917
176.583333,50,111.32053
157.25,50,113.226364
164.666667,50,113.311395
171.916667,50,113.38514
168.75,50,113.479046
199.166667,50,113.561101
166.833333,50,113.619581
159.166667,50,113.691715
182.083333,50,113.74956
188.083333,50,113.812043
91.666667,50,113.868192
171.5,50,113.932225
166.95,50,114.497437
173.75,50,114.622983
172.333333,50,114.690153
152.333333,50,114.769219
171.833333,50,114.903427
164.916667,50,114.954316
177.333333,50,115.000048
202.25,50,115.096754
174.416667,50,115.155886
156.333333,50,115.209933
163.416667,50,116.192991
182.5,50,116.611063
172.25,50,116.714544
181.833333,50,116.882674
177.583333,50,117.246216
153.416667,50,117.442945
177.416667,50,117.562266
165.583333,50,117.666898
164.833333,50,117.745357
175.166667,50,117.833005
168.5,50,118.874684
192.416667,50,119.107607
145.666667,50,119.273252
166.916667,50,119.45856
163.833333,50,119.72539
143.416667,50,119.869577
166.583333,50,119.964615
157.333333,50,120.019476
164.083333,50,120.072603
171.583333,50,120.142523
163.916667,50,121.12779
212.0,50,121.321777
163.833333,50,121.399527
164.083333,50,121.538792
164.0,50,121.630948
165.666667,50,121.721115
168.166667,50,121.808394
174.0,50,121.971627
199.166667,50,122.67747
176.333333,50,122.800934
172.833333,50,122.905042
172.25,50,123.522821
177.083333,50,123.614946
179.333333,50,123.68745
174.666667,50,123.756185
181.083333,50,123.802128
179.083333,50,123.841576
181.833333,50,123.885821
195.25,50,123.927585
182.916667,50,123.980226
152.25,50,124.025003
144.033333,50,124.737459
172.083333,50,124.914879
180.416667,50,125.019065
188.083333,50,125.268218
150.166667,50,125.525215
176.25,50,125.693325
159.5,50,125.759049
158.25,50,125.847602
163.083333,50,125.914328
179.833333,50,126.01738
169.916667,50,127.700751
169.916667,50,127.833493
167.416667,50,127.88435
192.166667,50,127.936242
192.166667,50,128.009479
164.166667,50,128.061555
167.666667,50,128.107235
179.666667,50,128.154003
167.5,50,128.19563
173.916667,50,128.241822
161.5,50,129.593275
167.333333,50,129.721403
186.583333,50,129.792154
171.833333,50,129.8749
179.083333,50,129.935287
169.333333,50,130.01866
152.666667,50,130.085696
176.416667,50,130.139101
162.5,50,130.192963
179.666667,50,130.24382
181.5,50,130.290641
187.583333,50,130.732112
168.166667,50,130.768646
179.416667,50,130.798492
137.583333,50,130.833756
182.583333,50,130.884387
161.916667,50,130.950567
169.75,50,131.018155
186.0,50,131.073505
175.0,50,131.142804
190.5,50,131.18002
157.833333,50,131.627505
168.833333,50,131.673726
157.333333,50,131.727982
174.833333,50,131.781753
183.666667,50,131.828007
161.75,50,131.87439
198.833333,50,131.918562
162.75,50,131.965554
174.5,50,132.014065
184.583333,50,132.060855
158.5,50,132.582809
181.75,50,132.610832
183.0,50,132.645178
179.5,50,132.694073
186.75,50,132.743598
170.25,50,132.782428
164.416667,50,132.823944
172.916667,50,132.867641
167.25,50,132.910892
188.416667,50,132.95552
186.333333,50,133.445238
174.666667,50,133.553619
144.416667,50,133.613056
186.25,50,133.675132
175.25,50,133.718435
179.666667,50,133.755581
161.166667,50,133.794172
191.666667,50,133.826352
193.083333,50,133.856073
176.0,50,133.888057
173.666667,50,133.921165
186.25,50,134.213619
191.166667,50,134.244751
167.166667,50,134.27448
181.833333,50,134.304034
180.166667,50,134.337215
171.916667,50,134.367863
156.666667,50,134.397852
183.833333,50,134.435796
180.833333,50,134.495845
181.083333,50,134.527576
162.916667,50,134.885678
183.916667,50,134.932175
184.916667,50,134.975558
175.583333,50,135.019737
179.916667,50,135.064405
178.5,50,135.095401
156.083333,50,135.12964
173.833333,50,135.155647
178.833333,50,135.178777
166.583333,50,135.205963
196.166667,50,135.539693
184.0,50,135.574894
164.833333,50,135.599896
179.583333,50,135.625901
175.75,50,135.649449
184.416667,50,135.678147
201.166667,50,135.702157
168.75,50,135.72847
143.333333,50,135.751493
192.5,50,135.775007
173.916667,50,136.021697
161.583333,50,136.049057
176.25,50,136.078058
150.666667,50,136.10306
161.833333,50,136.126168
174.333333,50,136.151156
181.583333,50,136.174224
175.333333,50,136.198219
179.75,50,136.224226
167.083333,50,136.247247
170.416667,50,136.27182
170.416667,50,136.636523
161.333333,50,136.664913
168.333333,50,136.694983
184.5,50,136.723207
191.166667,50,136.753207
172.166667,50,136.782406
158.833333,50,136.811769
174.75,50,136.835775
158.416667,50,136.861485
185.583333,50,136.885489
192.083333,50,137.24667
182.0,50,137.272514
159.083333,50,137.298598
182.0,50,137.329718
180.083333,50,137.355724
186.583333,50,137.383305
164.583333,50,137.412304
155.25,50,137.437577
185.083333,50,137.461311
155.0,50,137.496109
174.0,50,137.753772
180.583333,50,137.783023
171.75,50,137.807019
180.666667,50,137.837463
180.333333,50,137.866737
165.916667,50,137.894732
187.333333,50,137.916733
181.416667,50,137.939822
174.333333,50,137.963931
180.333333,50,137.987799
162.25,50,138.253968
165.166667,50,138.282868
175.5,50,138.310874
167.333333,50,138.335435
188.833333,50,138.35844
178.833333,50,138.384991
179.916667,50,138.416281
161.916667,50,138.460143
163.833333,50,138.516572
178.75,50,138.550631
169.25,50,138.583411
175.333333,50,138.869803
153.666667,50,138.903847
164.833333,50,138.932966
184.0,50,138.961971
191.25,50,138.987049
171.333333,50,139.018049
189.416667,50,139.05672
177.0,50,139.085718
167.666667,50,139.109723
191.75,50,139.135978
167.25,50,139.387328
182.583333,50,139.417303
153.833333,50,139.466413
180.0,50,139.495389
165.666667,50,139.524323
171.666667,50,139.552509
168.666667,50,139.578598
163.25,50,139.602595
187.083333,50,139.626695
185.416667,50,139.652622
179.0,50,139.909366
181.0,50,139.941755
167.333333,50,139.971272
159.583333,50,139.999032
189.583333,50,140.030031
155.083333,50,140.054639
180.833333,50,140.081645
176.416667,50,140.105648
190.583333,50,140.128716
171.583333,50,140.152491
166.5,50,140.401644
188.5,50,140.431646
162.666667,50,140.462066
171.916667,50,140.498808
184.5,50,140.534117
197.083333,50,140.571637
174.916667,50,140.60729
181.5,50,140.634276
174.333333,50,140.672713
175.75,50,140.698708
178.916667,50,140.963858
177.916667,50,140.9914
169.583333,50,141.021399
197.666667,50,141.046401
179.583333,50,141.075097
175.416667,50,141.1031
183.916667,50,141.130316
187.5,50,141.158326
164.333333,50,141.182078
167.583333,50,141.203078
174.916667,50,141.226082
185.666667,50,141.492711
155.166667,50,141.514716
190.833333,50,141.541887
158.666667,50,141.572231
171.25,50,141.599975
175.416667,50,141.628996
174.5,50,141.654919
182.75,50,141.680457
189.666667,50,141.70346
184.5,50,141.72976
174.5,50,141.997011
169.5,50,142.034011
182.416667,50,142.074497
181.666667,50,142.104496
155.333333,50,142.134593
171.833333,50,142.159602
181.583333,50,142.185354
171.5,50,142.210355
203.75,50,142.233355
181.083333,50,142.260975
173.416667,50,142.531491
190.5,50,142.559208
159.083333,50,142.590688
173.75,50,142.617681
173.5,50,142.646683
190.833333,50,142.677047
183.416667,50,142.705047
162.583333,50,142.731743
166.916667,50,142.755704
180.916667,50,142.785044
173.5,50,143.056736
176.75,50,143.085328
171.25,50,143.114349
171.25,50,143.14553
146.25,50,143.171459
183.666667,50,143.195971
165.25,50,143.223971
177.0,50,143.253226
175.833333,50,143.280426
176.416667,50,143.307545
184.0,50,143.332086
174.166667,50,143.60024
185.833333,50,143.629241
188.666667,50,143.661433
175.416667,50,143.68643
187.083333,50,143.711434
199.666667,50,143.738667
172.666667,50,143.772188
163.5,50,143.79684
188.666667,50,143.82284
